,prod_color,article_id
26286,"Ellen Wireless (Molly) 2pk, color:  Dark Grey",616708001
26287,"Ellen Wireless (Molly) 2pk, color:  Black",616708002
26288,"Ellen Wireless (Abeline) 2pk, color:  Dark Grey",616708003
26289,"Ellen Wireless (Abeline) 2pk, color:  White",616708004
26290,"Ellen Wireless (Abeline) 2pk, color:  Dark Grey",616708006
26291,"ED Baraboom cardigan, color:  Grey",616711001
26292,"ED Baraboom cardigan, color:  Beige",616711003
26293,"ED Baraboom cardigan, color:  Dark Blue",616711005
26294,"ED Baraboom cardigan, color:  Grey",616711010
26295,"ED Baraboom cardigan, color:  Black",616711011
26296,"ED Friend cardigan, color:  Grey",616715002
26297,"ED fine knit cardigan, color:  Black",616715003
26298,"ED Andrew, color:  Off White",616732001
26299,"ED Rachel polo, color:  Dark Grey",616733001
26300,"ED Rachel polo, color:  Beige",616733003
26301,"ED Valentino LS, color:  Black",616739001
26302,"Luna tunic, color:  Light Beige",616752002
26311,"Lou knitted jumper, color:  Other Yellow",616776003
26312,"Tiger dress, color:  Black",616799001
26313,"Tiger dress, color:  Dark Blue",616799003
26314,"Tiger dress, color:  Black",616799004
26320,"Ninja, color:  Black",616835004
26321,"Ninja, color:  Light Blue",616835005
26322,"Ninja, color:  Black",616835006
26323,"Balloon, color:  White",616836001
26324,"Tokyo, color:  Dark Grey",616849003
26325,"Tokyo, color:  White",616849006
26326,"Tokyo, color:  Light Beige",616849011
26327,"Tokyo, color:  Black",616849012
26328,"Tokyo, color:  Black",616849014
26329,"Tokyo, color:  Dark Green",616849015
26330,"Tokyo, color:  Dark Blue",616849016
26331,"Cicely dress, color:  Black",616867002
26337,"Mykonos, color:  Dark Blue",616892001
26338,"Mykonos, color:  White",616892002
26339,"Irma, color:  Black",616896007
26340,"Irma, color:  Dark Orange",616896008
26341,"Irma, color:  Light Beige",616896009
26342,"Portofino fancy, color:  Dark Blue",616905002
26343,"GDC Lune, color:  White",616909001
26344,"Robin, color:  Light Turquoise",616910001
26345,"Ray V-neck, color:  Light Green",616910003
26346,"Ray V-neck, color:  Pink",616910004
26347,"Ray V-neck, color:  White",616910007
26348,"Bon, color:  Orange",616918001
26349,"Liza Strapless Sofia 2pk, color:  Light Beige",616920001
26350,"Liza Strapless Sofia 2pk, color:  White",616920002
26386,"W Carnation lace skirt CNY, color:  Dark Red",617006001
26443,"Snake embroidery top, color:  Black",617087003
26444,"Snake embroidery top, color:  Off White",617087004
26445,"Snake embroidery top, color:  Off White",617087007
26453,"Dagmar, color:  Light Blue",617106001
26464,"Mila knitted top, color:  Red",617133007
26465,"Mila knitted top, color:  Black",617133009
26467,"Frille, color:  Grey",617169001
26468,"Frille, color:  White",617169002
26469,"Frille, color:  White",617169003
26470,"Frille, color:  White",617169004
26471,"Frille, color:  White",617169006
26472,"Frille, color:  Off White",617169008
26473,"Frille, color:  White",617169009
26474,"Frille, color:  Black",617169010
26475,"Frille, color:  Black",617169011
26476,"Lennon trousers, color:  Black",617172001
26487,"Daquiri, color:  Dark Blue",617245001
26488,"Daquiri, color:  Light Orange",617245002
26489,"Daquiri, color:  Light Green",617245003
26490,"Daquiri, color:  Dark Blue",617245006
26536,"Glans tunic, color:  Dark Green",617322001
26537,"Glans tunic, color:  Black",617322002
26538,"HM+ Glans tunic, color:  Black",617322003
26539,"Glans tunic, color:  Black",617322004
26540,"Glans tunic, color:  Dark Turquoise",617322005
26541,"Glans tunic, color:  Dark Blue",617322008
26542,"Glans tunic, color:  Red",617322012
26543,"Glans tunic, color:  Dark Beige",617322013
26547,"Ellen Superpush 2p, color:  Black",617348001
26548,"Ellen Superpush 2p, color:  White",617348002
26552,"Slim cargo Mama, color:  Greenish Khaki",617355001
26610,"Lova Linen v neck, color:  Dark Blue",617534004
26611,"Essential Lova Linen v neck, color:  White",617534005
26612,"Lova Linen v neck, color:  Greenish Khaki",617534006
26613,"Lova Linen v neck, color:  Red",617534007
26614,"Lova Linen v neck, color:  Light Blue",617534008
26615,"Lova Linen v neck, color:  White",617534010
26616,"Lova Linen v neck, color:  Blue",617534012
26617,"Lova Linen v neck, color:  Orange",617534013
26618,"Lova Linen v neck, color:  Black",617534014
26619,"Lova Linen v neck, color:  Greenish Khaki",617534015
26620,"Lova Linen v neck, color:  Dark Blue",617534016
26621,"Essential Lova Linen v neck, color:  Dark Grey",617534017
26622,"Essential Lova Linen v neck, color:  Dark Blue",617534018
26623,"Essential Lova Linen v neck, color:  Beige",617534019
26624,"Essential Lova Linen v neck, color:  Yellow",617534020
26625,"Essential Lova Linen v neck, color:  Dark Orange",617534021
26626,"Essential Lova Linen v neck, color:  Red",617534025
26648,"Sonja SL Set, color:  White",617646001
26649,"Sonja SL Set, color:  Light Grey",617646002
26652,"Wohoo Top, color:  Dark Blue",617660001
26655,"Velvet waist belt, color:  Black",617690001
26656,"Roxy Flounce PJ, color:  Light Blue",617691001
26658,"DIV Tess tee (1), color:  Black",617725001
26659,"DIV Tess tee (1), color:  White",617725002
26660,"DIV Tess tee (1), color:  Grey",617725004
26662,"DIV Tess tee (1), color:  Dark Yellow",617725017
26664,"DIV Penny 70s baseball, color:  Dark Pink",617726001
26665,"DIV Minna HW leggings, color:  Black",617728001
26667,"DIV Ophelia LS offshoulder, color:  Black",617729001
26679,"DIV Ride leggings, color:  Dark Grey",617738001
26680,"Pansy cross bag, color:  Light Beige",617754001
26681,"DIV Jade HW denim (1), color:  Light Blue",617758004
26682,"DIV Broadway long shirt, color:  Dark Blue",617764001
26683,"DIV Denise shirt, color:  Dark Blue",617765001
26693,"DIV Alexa jumpsuit, color:  Black",617783001
26696,"DIV Boulevard tee, color:  Dark Blue",617788001
26697,"DIV Boulevard tee, color:  Dark Pink",617788002
26698,"DIV Boulevard tee, color:  White",617788003
26700,"DIV Ren Lace body, color:  Black",617791001
26702,"Swan shorts, color:  Black",617806001
26703,"DIV Basic sweatpant, color:  Black",617808001
26704,"DIV Cori cropped hood, color:  Grey",617809001
26706,"DIV Molly Offshoulder, color:  Black",617812003
26707,"DIV Panda dress, color:  Red",617821001
26708,"DIV Panda dress, color:  Dark Blue",617821002
26709,"DIV Panda dress, color:  Pink",617821003
26715,"DIV Charlie Aline skirt, color:  Light Blue",617828001
26720,"DIV Brenda trash dungaree, color:  Blue",617831001
26722,"DIV Peach offshoulder, color:  Light Blue",617834003
26723,"DIV Maja cardigan, color:  Light Grey",617835001
26728,"DIV Maja cardigan, color:  Dark Blue",617835008
26730,"PE Nomi dress, color:  Orange",617838004
26731,"PE Nomi dress, color:  Black",617838005
26732,"DIV Krystal jumpsuit, color:  Light Turquoise",617841001
26734,"Karolina, color:  Other Red",617853001
26735,"Sunflower maple thong, color:  Light Pink",617857002
26736,"Sunflower maple thong, color:  White",617857005
26738,"Viva, color:  Blue",617878001
26739,"Viva, color:  Dark Grey",617878002
26740,"Viva, color:  White",617878003
26742,"Lemon, color:  White",617900005
26743,"Lemon, color:  White",617900006
26744,"Lemon, color:  Dark Blue",617900007
26745,"Lemon, color:  Red",617900008
26747,"Sara 3/4..., color:  Black",617903001
26748,"Sara 3/4..., color:  Dark Blue",617903003
26749,"Sara 3/4..., color:  White",617903004
26750,"Sara 3/4..., color:  Light Grey",617903007
26751,"Sara 3/4..., color:  Light Red",617903008
26752,"Sara 3/4..., color:  Black",617903009
26753,"Sara 3/4..., color:  White",617903013
26754,"Melody, color:  Off White",617919009
26755,"Melody, color:  Dark Orange",617919011
26756,"Melody, color:  Black",617919017
26757,"Melody, color:  White",617919020
26758,"Melody, color:  Dark Blue",617919021
26761,"SPEED Valentina Necklace, color:  Black",617935003
26762,"ED Rave jumper, color:  Black",617942001
26766,"Speed Tropic Stud, color:  Gold",617979003
26772,"Louisana trousers, color:  Black",618022001
26774,"SC ORIGAMI skirt, color:  Black",618049001
26778,"&DENIM Girlfriend RW, color:  Dark Blue",618112001
26785,"Theresa Loafer, color:  Black",618160001
26786,"Theresa Loafer, color:  Orange",618160002
26791,"Seed Donut Earring, color:  Light Pink",618172005
26796,"PE Minks Blouse, color:  Light Grey",618206001
26797,"PE Minks Blouse, color:  Dark Grey",618206003
26799,"Maggie, color:  Red",618226007
26803,"MYRA CREW EMBR, color:  Grey",618262001
26804,"PQ Sandy phone case, color:  Black",618264001
26805,"PQ Sandy phone case, color:  Beige",618264002
26807,"Miley Net 1p Tights, color:  Black",618270001
26808,"Retro shirt, color:  Dark Blue",618280001
26809,"Malena, color:  Dark Blue",618287001
26810,"Malena, color:  Black",618287002
26811,"Malena, color:  Red",618287003
26812,"Malena, color:  Black",618287004
26813,"Malena, color:  Black",618287005
26814,"Malena, color:  Dark Green",618287006
26815,"Malena, color:  Dark Blue",618287007
26816,"Malena, color:  Dark Red",618287008
26817,"Malena Dress, color:  Dark Blue",618287009
26818,"Malena Dress, color:  Green",618287010
26819,"Malena Dress, color:  Black",618287012
26820,"Malena Dress, color:  Light Pink",618287014
26821,"Malena Dress, color:  Off White",618287018
26868,"Florence dress, color:  White",618387001
26869,"Florence dress, color:  White",618387002
26870,"Florence dress, color:  Greenish Khaki",618387003
26871,"Florence dress, color:  Black",618387004
26903,"Fly jumpsuit, color:  Black",618471001
26905,"Harriet dress, color:  Off White",618476003
26906,"Harriet dress, color:  Black",618476004
26907,"Harriet dress, color:  Blue",618476005
26917,"Leche, color:  Black",618533001
26919,"PE Lami top, color:  Dark Grey",618605001
26920,"PE Lami top, color:  Dark Beige",618605002
26921,"Tiger singlet, color:  Black",618624001
26922,"Class Emser necklace, color:  Gold",618650001
26923,"Class Emser necklace, color:  Silver",618650002
26924,"Ivory Hipster (Petunia) 3p, color:  Light Pink",618655001
26925,"Ivory Hipster (Petunia) 3p, color:  Dark Grey",618655004
26926,"Ivory Hipster (Petunia) 3p, color:  Light Pink",618655005
26927,"Ivory Hipster (Petunia) 3p, color:  Light Orange",618655006
26928,"Screwdriver Cargo Jogger, color:  Greenish Khaki",618657002
26929,"Taylor hood, color:  Red",618665001
26930,"Taylor hood, color:  Light Orange",618665002
26933,"PE Britta Bo mesh top, color:  Black",618671001
26934,"Flirty Cher Earring, color:  Light Beige",618682004
26935,"Flirty Cher Earring, color:  Black",618682006
26936,"Flirty Cher Earring, color:  Dark Red",618682007
26937,"Flirty Cher Earring, color:  Light Orange",618682008
26948,"Ariel Necklace, color:  Gold",618714001
26949,"Flirty Angel stud pk, color:  Silver",618726001
26951,"PE Ezra dress, color:  Dark Blue",618730001
26952,"Make a move, color:  Turquoise",618749001
26953,"Aston dress, color:  Dark Blue",618750001
26954,"Baronesse dress, color:  White",618757001
26955,"Siri Striped Scarf, color:  Blue",618760001
26957,"My Boo Dress, color:  Black",618770001
26958,"My Boo Dress, color:  Light Orange",618770003
26959,"My Boo Dress, color:  Dark Red",618770005
26960,"Picasso, color:  White",618778001
26964,"Late leggings, color:  Black",618784002
26966,"Chip Clutch, color:  White",618790001
26967,"Leona, color:  Black",618800001
26968,"Leona, color:  Light Beige",618800002
26969,"Leona, color:  Greenish Khaki",618800003
26970,"Leona, color:  Light Orange",618800004
26971,"Leona, color:  Dark Red",618800006
26972,"Leona, color:  Light Beige",618800007
26973,"Leona, color:  Blue",618800008
26974,"Leona, color:  Dark Red",618800009
26975,"Leona, color:  Light Beige",618800013
26978,"Final Hour Dress, color:  Black",618807001
26982,"Holly denim, color:  Light Blue",618838001
27010,"PE Locker trousers, color:  Grey",618907001
27013,"PE NEOLINE, color:  Grey",618935001
27014,"Gigi top, color:  Black",618942001
27015,"Gigi top, color:  Light Orange",618942004
27016,"Gigi top, color:  Dark Blue",618942005
27017,"Gigi top, color:  Off White",618942006
27018,"Lele, color:  Beige",618950004
27020,"Ruby, color:  Red",618982001
27022,"Anglais, color:  Black",619075001
27023,"Anglais, color:  Pink",619075002
27024,"June strapless push bra, color:  Black",619081001
27025,"June strapless push bra, color:  Light Beige",619081002
27035,"Rave, color:  Dark Blue",619138001
27036,"Rave, color:  Light Blue",619138002
27037,"Rave, color:  Dark Blue",619138009
27038,"Mars, color:  Light Beige",619148001
27039,"Mars, color:  Orange",619148002
27040,"Mars, color:  Black",619148003
27041,"Mars, color:  Light Blue",619148005
27047,"Dorinda dress, color:  Light Blue",619175003
27048,"Dorinda dress, color:  Off White",619175004
27049,"Gainsbourg, color:  Black",619176001
27054,"Cool Morticia sunglasses, color:  Yellowish Brown",619190001
27055,"Ocean, color:  Black",619192001
27056,"Ocean, color:  Black",619192002
27057,"Ocean, color:  Red",619192003
27058,"Rocket jumpsuit, color:  Light Pink",619197001
27059,"One dance, color:  Pink",619198001
27060,"One dance, color:  Light Green",619198003
27063,"Milkshake dress, color:  Black",619207001
27064,"Milkshake dress, color:  White",619207002
27065,"Mary jane Dress, color:  Black",619208001
27066,"CS Mary jane Dress, color:  Dark Blue",619208002
27067,"CS Caroline Dress, color:  Light Beige",619209001
27068,"Wasp dress, color:  Light Green",619210001
27070,"CS Ready or not Jacket, color:  Other Pink",619222001
27079,"Inca boot, color:  Black",619234001
27080,"Inca, color:  Dark Red",619234004
27081,"Inca boot, color:  Black",619234005
27082,"Inca, color:  Yellowish Brown",619234007
27083,"Inca boot, color:  Black",619234011
27084,"Inca boot, color:  Black",619234012
27085,"Elson, color:  Black",619235001
27086,"Binibona, color:  Yellowish Brown",619235002
27087,"Cea, color:  Black",619236001
27088,"Knot top, color:  Dark Grey",619241001
27089,"Knot top, color:  Beige",619241002
27090,"Straight ankle HW Benji, color:  Blue",619249001
27091,"Uma followup, color:  White",619258001
27092,"Uma followup, color:  Black",619258002
27093,"Ronnie Scott, color:  Dark Green",619261001
27094,"Ronnie Scott, color:  Dark Blue",619261002
27096,"Wild Thoughts, color:  Black",619273001
27097,"Wild Thoughts, color:  Dark Green",619273002
27113,"Xibit embroidery, color:  Blue",619304001
27115,"Five o clock, color:  Light Blue",619324001
27116,"Five o clock, color:  Light Green",619324003
27117,"Five o clock, color:  Light Purple",619324005
27119,"Break up to make up, color:  Dark Blue",619350001
27120,"Break up to make up, color:  Red",619350002
27128,"Mademoiselle hobo, color:  Light Pink",619406001
27129,"Fissa brazilian, color:  Black",619412001
27130,"Tel aviv biker, color:  Black",619431001
27131,"ED Copenhagen jacket, color:  Black",619433001
27132,"CE Daffodils trousers, color:  Black",619434001
27133,"Petra tote bag, color:  Black",619440002
27138,"Lucky tee, color:  White",619464002
27139,"Lucky tee, color:  Grey",619464003
27140,"Lucky tee, color:  Black",619464004
27141,"Lucky tee, color:  White",619464009
27142,"Lucky tee, color:  Red",619464010
27143,"Lucky tee, color:  Light Beige",619464011
27144,"&DENIM Jacket Daisy Garden, color:  Blue",619468001
27164,"Olga  top, color:  Black",619536001
27196,"Mandy, color:  Black",619580001
27197,"Mandy, color:  Light Pink",619580006
27198,"Mandy, color:  Dark Green",619580007
27199,"Mandy, color:  Dark Blue",619580008
27200,"Mandy, color:  Greenish Khaki",619580009
27201,"Pecho frill, color:  Grey",619592001
27202,"Mandy AOP, color:  White",619595001
27203,"Mandy AOP, color:  Black",619595002
27204,"Mandy AOP, color:  White",619595003
27205,"Mandy AOP, color:  Dark Blue",619595004
27206,"Mandy AOP, color:  Dark Blue",619595005
27220,"Cara, color:  Dark Orange",619608001
27225,"Cia maxi, color:  Black",619623001
27226,"Cia maxi, color:  Dark Green",619623002
27227,"Tekla off shoulder, color:  Dark Green",619636001
27228,"Tekla off shoulder, color:  Black",619636002
27229,"Tekla off shoulder, color:  Light Pink",619636003
27230,"Svensson, color:  Light Blue",619653002
27231,"Tesla midi, color:  White",619655001
27232,"Tesla midi, color:  Dark Blue",619655002
27233,"Klimt, color:  Black",619660001
27234,"Klimt, color:  Dark Green",619660002
27235,"SC - DAIKI bikini top, color:  Red",619674003
27236,"SC - TOMIKO swimsuit, color:  Dark Green",619676001
27237,"SC - ENA mid high heel, color:  Black",619677002
